RDS_E_t           ; ORCA_E_t          ; RDS_E_v           ; ORCA_E_v          ; RDS_N_ttg         ; ORCA_N_ttg        ; RDS_N_v           ; ORCA_N_v          ; RDS_rob_track_err ; ORCA_rob_track_err; RDS_ped_track_err ; ORCA_ped_track_err; RDS_collisions    ; ORCA_collisions   
0.999953; 1.00012; 0.981145; 0.968363; 0.999789; 0.999567; 0.909336; 0.936026; 0.0831677; 0.0831677; 0.232555; 0.317224; 0; 0
1.00003; 1.00004; 0.998248; 0.984241; 0.999936; 0.999884; 1.14257; 1.14287; 0.017539; 0.017539; 0.258284; 0.308549; 0; 0
1.00023; 1.00018; 0.978185; 0.985557; 0.999699; 0.99953; 1.12961; 1.14344; 0.0290841; 0.0290841; 0.35513; 0.325998; 0; 0
1.00002; 1.00001; 1.00222; 1.0035; 0.999971; 0.999954; 1.13748; 1.14484; 0.0196666; 0.0196666; 0.296061; 0.306457; 0; 0
1.00009; 1.0001; 1.00111; 0.997995; 1.00005; 0.999646; 1.26904; 1.2649; 0.0195204; 0.0195204; 0.197374; 0.223787; 0; 0
0.999996; 0.999995; 0.995476; 0.970265; 0.999981; 0.999954; 0.905355; 0.92974; 0.0227647; 0.0227647; 0.22933; 0.321462; 0; 0
0.999989; 1.0001; 0.984705; 0.978761; 0.999589; 0.998601; 0.938553; 0.978007; 0.0267839; 0.0267839; 0.217948; 0.256503; 0; 0
0.999987; 1.00006; 0.962703; 0.946158; 0.999916; 0.999814; 1.09163; 1.11354; 0.0205028; 0.0205028; 0.344701; 0.504316; 0; 0
1.00001; 1.00004; 0.993622; 0.963571; 0.999933; 0.99993; 1.04411; 1.05832; 0.0250089; 0.0250089; 0.291619; 0.49914; 0; 0
0.999991; 1.00006; 0.999311; 1.00022; 0.999912; 0.999972; 0.985544; 0.985725; 0.0679297; 0.0679297; 0.23627; 0.233698; 0; 0
1.00014; 1.00009; 0.996887; 0.987436; 0.999236; 0.999797; 0.952283; 0.982452; 0.10143; 0.10143; 0.179571; 0.212492; 0; 0
1.00001; 1.00006; 0.997215; 0.991936; 0.999869; 0.999706; 0.777367; 0.771015; 0.107089; 0.107089; 0.209552; 0.245028; 0; 0
0.999991; 1; 0.993803; 0.992049; 0.999999; 0.999978; 1.04279; 1.07461; 0.0465846; 0.0465846; 0.253759; 0.307584; 0; 0
0.999999; 1.00001; 0.999589; 0.995366; 0.999829; 0.999796; 1.0734; 1.09579; 0.0437616; 0.0437616; 0.146537; 0.197321; 0; 0
0.999969; 1.00007; 0.999536; 0.990401; 0.999893; 0.999632; 1.09544; 1.10866; 0.0226972; 0.0226972; 0.193419; 0.280379; 0; 0
0.999995; 1.00002; 0.999027; 1.00429; 0.999991; 0.999926; 1.02092; 1.0239; 0.0197639; 0.0197639; 0.194628; 0.22023; 0; 0
0.999973; 1.00011; 0.998811; 0.995838; 1.00002; 0.999874; 1.26187; 1.26579; 0.0355974; 0.0355974; 0.157102; 0.213028; 0; 0
0.999995; 1.00001; 0.990961; 0.970592; 0.999992; 0.999978; 1.11481; 1.15374; 0.0399003; 0.0399003; 0.165349; 0.274981; 0; 0
0.999994; 1.00008; 0.997039; 0.989343; 0.999918; 0.999792; 1.26254; 1.26792; 0.0260077; 0.0260077; 0.13841; 0.223374; 0; 0
0.999998; 1.00003; 0.99042; 0.981842; 0.999976; 0.999948; 0.910735; 0.923207; 0.0462458; 0.0462458; 0.178627; 0.234414; 0; 0
0.999907; 0.999907; 0.995096; 0.994572; 1.00013; 1.00015; 0.932779; 0.977292; 0.0774491; 0.0774491; 0.281773; 0.266443; 0; 0
1.00004; 1.00011; 0.982737; 0.990561; 0.999661; 0.999403; 0.970663; 1.00056; 0.044299; 0.044299; 0.186495; 0.205815; 0; 0
1.00005; 1.00024; 0.99407; 1.01568; 0.999631; 0.999449; 0.979794; 0.939721; 0.0442519; 0.0442519; 0.190695; 0.260223; 0; 0
1.00001; 1; 1.00006; 0.996117; 1.00011; 1.00009; 1.16002; 1.19048; 0.0322641; 0.0322641; 0.207167; 0.236218; 0; 0
0.999915; 0.999984; 0.992965; 0.972204; 0.999903; 0.999751; 1.03315; 1.04685; 0.0559161; 0.0559161; 0.315752; 0.384271; 0; 0
0.999934; 0.999993; 0.98374; 0.9865; 1.00011; 0.999793; 1.36082; 1.41804; 0.0372472; 0.0372472; 0.312746; 0.325897; 0; 0
1.00005; 1.00027; 0.997388; 0.997085; 0.999773; 0.999444; 1.19348; 1.18478; 0.021859; 0.021859; 0.447399; 0.459849; 0; 0
0.999998; 1; 0.996179; 0.987007; 0.999982; 0.999976; 1.16102; 1.17393; 0.0221284; 0.0221284; 0.297117; 0.340548; 0; 0
1.00017; 1.00027; 1.0032; 0.994594; 0.999557; 0.999249; 1.19557; 1.2264; 0.0328844; 0.0328844; 0.281607; 0.308061; 0; 0
1; 1.00001; 1.0005; 0.987992; 1.00001; 0.999978; 1.20995; 1.24291; 0.0186697; 0.0186697; 0.408406; 0.451268; 0; 0
0.999889; 0.999948; 0.989218; 0.966738; 0.999985; 0.999758; 1.09182; 1.09398; 0.0556217; 0.0556217; 0.31933; 0.454037; 0; 0
1.00002; 1.00009; 0.995914; 0.985501; 0.999626; 0.999752; 1.12013; 1.1736; 0.0203875; 0.0203875; 0.287327; 0.328545; 0; 0
1.00007; 1.0001; 0.993159; 0.98256; 0.999598; 0.99948; 1.15674; 1.17753; 0.0305705; 0.0305705; 0.292116; 0.344825; 0; 0
1; 1.00001; 0.998203; 0.987114; 1.00012; 1.0001; 0.989256; 1.00318; 0.0407651; 0.0407651; 0.292804; 0.322444; 0; 0
0.999922; 1.00008; 1.00016; 0.974691; 1.00011; 0.999429; 0.995941; 1.05699; 0.0591814; 0.0591814; 0.218328; 0.249862; 0; 0
1.00001; 1.00002; 0.995332; 0.988708; 0.999958; 0.999957; 1.05116; 1.06239; 0.059584; 0.059584; 0.187392; 0.225301; 0; 0
1.00007; 1.00009; 0.995606; 0.992738; 0.999795; 0.999778; 1.03067; 1.04029; 0.0648378; 0.0648378; 0.226922; 0.286511; 0; 0
1.00007; 1.00008; 0.989056; 0.975672; 0.999553; 0.9995; 1.33934; 1.38747; 0.025677; 0.025677; 0.188507; 0.219873; 0; 0
1.0001; 1.0001; 0.987024; 0.976596; 0.99957; 0.99959; 1.27299; 1.30423; 0.0857263; 0.0857263; 0.150386; 0.16661; 0; 0
1; 1; 0.999705; 0.997641; 1.00001; 1; 1.28652; 1.28607; 0.0319092; 0.0319092; 0.0950066; 0.107624; 0; 0
1.00001; 1.00001; 0.99858; 0.992399; 0.999796; 0.999813; 1.22407; 1.2394; 0.0859718; 0.0859718; 0.293189; 0.335859; 0; 0
1.00002; 1.00022; 0.997301; 0.994634; 0.999911; 0.999717; 1.03885; 1.03876; 0.0728237; 0.0728237; 0.245436; 0.29893; 0; 0
0.999993; 1.00002; 0.999521; 0.996447; 1.00008; 1.00008; 1.15369; 1.20161; 0.157001; 0.157001; 0.226426; 0.247661; 0; 0
0.999983; 0.999979; 0.989897; 0.980147; 1; 0.99992; 1.20926; 1.23108; 0.022944; 0.022944; 0.212873; 0.283335; 0; 0
1.00001; 0.99997; 0.982412; 0.982955; 0.999787; 0.999706; 1.20604; 1.19531; 0.0244781; 0.0244781; 0.232306; 0.290132; 0; 0
1.00004; 1.00006; 0.993023; 0.977976; 0.99994; 0.999877; 1.16664; 1.18596; 0.0231662; 0.0231662; 0.229059; 0.391272; 0; 0
1.00017; 1.00036; 0.995632; 0.967646; 0.999557; 0.999246; 1.12048; 1.12367; 0.0230152; 0.0230152; 0.217337; 0.484812; 0; 0
0.999994; 1.00003; 0.993878; 0.977906; 1.00002; 0.999998; 0.880822; 0.897591; 0.0366773; 0.0366773; 0.186624; 0.356321; 0; 0
1.00001; 1.00006; 0.999902; 0.992506; 0.999916; 0.999805; 1.20492; 1.20572; 0.0298799; 0.0298799; 0.288251; 0.344967; 0; 0
1.00001; 1.00002; 1.00134; 1.0011; 0.999928; 0.999779; 1.21049; 1.21478; 0.0198834; 0.0198834; 0.206669; 0.232999; 0; 0
1.00001; 0.999861; 0.993122; 0.955345; 0.999682; 0.999711; 0.924593; 0.996444; 0.0356284; 0.0356284; 0.23238; 0.343372; 0; 0
1.00001; 1.00013; 0.997383; 0.992845; 0.999893; 1.00004; 1.09967; 1.09675; 0.0179996; 0.0179996; 0.243308; 0.263558; 0; 0
0.999977; 0.999955; 0.983023; 0.995921; 0.999998; 0.999941; 1.03119; 1.02622; 0.0238458; 0.0238458; 0.357174; 0.333216; 0; 0
0.999995; 1.00001; 0.996398; 0.996648; 0.999977; 0.999917; 1.03646; 1.05622; 0.0219082; 0.0219082; 0.275599; 0.313517; 0; 0
0.999986; 0.999982; 0.99835; 0.993028; 0.999977; 0.999971; 1.04051; 1.05473; 0.0181533; 0.0181533; 0.313687; 0.339128; 0; 0
1.00006; 1.00011; 0.999144; 0.999478; 0.999859; 0.999574; 0.960723; 0.958935; 0.0447521; 0.0447521; 0.184928; 0.206505; 0; 0
1.00008; 1.00007; 1.01957; 1.00752; 0.999705; 0.999755; 0.903393; 0.928044; 0.0272932; 0.0272932; 0.234713; 0.252752; 0; 0
0.999965; 0.999997; 0.992195; 0.962543; 0.999932; 0.999857; 1.0012; 1.0572; 0.0296787; 0.0296787; 0.186651; 0.219221; 0; 0
1.00005; 1.00019; 1.00214; 0.998613; 0.99981; 0.999682; 1.24678; 1.21611; 0.10724; 0.10724; 0.366844; 0.41181; 0; 0
1.00011; 0.999972; 1.00803; 0.9944; 0.999823; 0.999609; 1.17141; 1.16766; 0.041969; 0.041969; 0.276311; 0.276032; 0; 0
1.00008; 1.00027; 0.994081; 1.00292; 0.999981; 0.999851; 1.22418; 1.19112; 0.0696772; 0.0696772; 0.300175; 0.425399; 0; 0
0.999787; 0.999922; 0.994061; 0.983373; 0.999958; 0.999762; 1.09406; 1.09025; 0.0293825; 0.0293825; 0.246284; 0.306049; 0; 0
1.00007; 1.00017; 1.00451; 1.02043; 1.00004; 0.999783; 1.48307; 1.47741; 0.0810524; 0.0810524; 0.242705; 0.301864; 0; 0
1.00004; 0.9999; 0.99099; 0.97675; 0.999354; 0.999086; 1.53586; 1.57853; 0.0739916; 0.0739916; 0.343634; 0.40564; 0; 0
1; 1; 0.997953; 0.972811; 0.999979; 0.999989; 1.07693; 1.12779; 0.0407062; 0.0407062; 0.326008; 0.415191; 0; 0
1.00005; 1.00012; 0.999773; 0.994751; 0.999928; 0.999718; 1.17736; 1.17062; 0.0397829; 0.0397829; 0.406461; 0.382922; 0; 0
1.00013; 1.00027; 0.986723; 0.991089; 0.999782; 0.999573; 1.15317; 1.14101; 0.0487797; 0.0487797; 0.343596; 0.488975; 0; 0
1.0002; 1.00014; 0.993795; 0.959127; 0.999706; 0.999646; 1.03611; 1.03221; 0.0342933; 0.0342933; 0.449231; 0.61353; 0; 0
1; 1.00004; 1.02062; 0.966226; 0.999817; 0.999848; 1.04045; 1.07588; 0.0469537; 0.0469537; 0.390781; 0.489379; 0; 0
1.00005; 1.00002; 1.02705; 0.993551; 0.999837; 0.999829; 1.04269; 1.08441; 0.0449548; 0.0449548; 0.411502; 0.442405; 0; 0
0.999976; 1.00018; 0.972011; 0.986404; 0.9999; 0.999676; 0.977323; 0.932755; 0.0520925; 0.0520925; 0.32353; 0.474058; 1; 0
0.999994; 1.00012; 0.988264; 0.970103; 0.999796; 0.999691; 0.991347; 0.994307; 0.0354769; 0.0354769; 0.33274; 0.435902; 0; 0
0.999996; 1.00003; 0.957326; 0.984359; 0.99994; 0.999883; 1.2599; 1.21209; 0.0273558; 0.0273558; 0.405816; 0.539524; 0; 0
0.999973; 1.00004; 0.997128; 0.988736; 1.00021; 1; 1.12325; 1.12494; 0.013947; 0.013947; 0.321607; 0.340765; 0; 0
0.999986; 1; 0.995342; 0.996049; 1.00004; 0.999948; 1.43321; 1.48021; 0.0183605; 0.0183605; 0.359019; 0.338507; 0; 0
0.999991; 1.00003; 1.00328; 0.985049; 1.00019; 0.999866; 1.37447; 1.40267; 0.0156871; 0.0156871; 0.270269; 0.311919; 0; 0
0.999994; 1.00003; 1.00231; 0.984312; 1.00008; 0.999938; 1.26755; 1.29431; 0.0679886; 0.0679886; 0.221527; 0.335172; 0; 0
1; 1.00003; 0.988523; 0.988158; 1.00006; 0.999907; 1.25331; 1.24929; 0.026951; 0.026951; 0.296424; 0.291435; 0; 0
1; 1.00003; 0.99912; 0.998834; 1.00009; 0.999861; 1.22315; 1.22985; 0.0286608; 0.0286608; 0.216553; 0.25668; 0; 0
1; 1; 0.998151; 0.996728; 0.999997; 0.999997; 0.978063; 0.986547; 0.0953595; 0.0953595; 0.230901; 0.288717; 0; 0
1; 1.00008; 0.998397; 0.991668; 0.999916; 0.999976; 1.17183; 1.18318; 0.0308543; 0.0308543; 0.249263; 0.293823; 0; 0
1; 0.999966; 0.984838; 0.992235; 1.00003; 1.00004; 1.08083; 1.08603; 0.034222; 0.034222; 0.204643; 0.211434; 0; 0
1.00001; 1.00003; 1.00636; 1.00031; 0.999954; 0.999936; 1.13967; 1.13434; 0.0506014; 0.0506014; 0.211378; 0.206451; 0; 0
1; 1.00006; 0.999447; 0.999088; 1.00026; 0.999595; 1.7863; 1.81677; 0.0315691; 0.0315691; 0.168144; 0.176185; 0; 0
1; 1.00007; 1; 0.995384; 1.00018; 0.999102; 1.84474; 1.84851; 0.0257017; 0.0257017; 0.118714; 0.149534; 0; 0
1.00002; 1.00016; 1.00037; 0.999156; 1.00007; 0.998545; 1.74313; 1.76615; 0.162983; 0.162983; 0.103345; 0.112281; 0; 0
1; 1.00004; 1.0003; 1.00485; 1; 0.999633; 1.69689; 1.65657; 0.0531069; 0.0531069; 0.102492; 0.119935; 0; 0
1.00002; 1.00002; 1.01148; 0.992598; 0.999953; 0.9999; 1.37573; 1.38484; 0.0214702; 0.0214702; 0.181383; 0.14569; 0; 0
1.0001; 1.00004; 0.998084; 0.983513; 0.999431; 0.999477; 1.63325; 1.65073; 0.0147602; 0.0147602; 0.109336; 0.144762; 0; 0
0.999975; 1.00002; 0.995638; 0.995465; 1.00002; 0.999819; 1.82837; 1.835; 0.0112069; 0.0112069; 0.10281; 0.189061; 0; 0
1.00001; 1.00012; 0.996738; 0.996185; 0.999782; 0.99928; 1.84771; 1.8848; 0.0150505; 0.0150505; 0.0971394; 0.169572; 0; 0
0.999829; 1.00001; 0.994962; 0.987656; 1.0003; 0.999168; 1.80792; 1.83174; 0.0177861; 0.0177861; 0.101851; 0.170027; 0; 0
1.00006; 1.00001; 1.00071; 1.00029; 1.00009; 1.00002; 1.17733; 1.17331; 0.0881503; 0.0881503; 0.216369; 0.214915; 0; 0
0.999982; 1.00003; 0.99563; 0.999809; 0.999975; 0.999824; 1.06495; 1.09144; 0.0451571; 0.0451571; 0.186064; 0.22025; 0; 0
1.00006; 1.00016; 1.00023; 0.956979; 0.999752; 0.999339; 1.20935; 1.24217; 0.0435756; 0.0435756; 0.0985635; 0.160192; 0; 0
1.00001; 0.999992; 1.0014; 0.985673; 0.999981; 0.999974; 1.08688; 1.10719; 0.0599963; 0.0599963; 0.235566; 0.26808; 0; 0
0.999995; 1.00008; 0.996019; 0.974672; 0.999826; 0.99979; 1.01189; 1.03539; 0.0414732; 0.0414732; 0.177666; 0.21502; 0; 0
1; 1.00003; 0.999824; 0.998061; 0.999983; 0.999998; 1.03025; 1.07013; 0.086079; 0.086079; 0.170822; 0.212786; 0; 0
0.999929; 1.00029; 0.987733; 0.97535; 0.999848; 0.999338; 1.15848; 1.22858; 0.0629442; 0.0629442; 0.152852; 0.223393; 0; 0
1; 0.999905; 1.00103; 0.996325; 0.999738; 0.999663; 1.1429; 1.15663; 0.0367322; 0.0367322; 0.154485; 0.183207; 0; 0
1; 1.00016; 1.00371; 0.967485; 0.999142; 0.999147; 1.31038; 1.37261; 0.0456854; 0.0456854; 0.263378; 0.323686; 0; 0
1.00011; 1.00054; 0.985373; 0.949209; 0.999309; 0.998615; 1.33507; 1.34822; 0.0556953; 0.0556953; 0.257184; 0.323821; 0; 0
1.0002; 1.00032; 0.998603; 0.952342; 0.999927; 0.999845; 1.20963; 1.21411; 0.0297751; 0.0297751; 0.268565; 0.345247; 0; 0
1.00004; 1.00004; 0.983325; 0.977678; 0.999961; 0.99988; 1.25353; 1.2509; 0.0338388; 0.0338388; 0.205608; 0.283694; 0; 0
1.00003; 1.00022; 0.967077; 0.950106; 0.999979; 0.999411; 1.17701; 1.15353; 0.0332548; 0.0332548; 0.262325; 0.588819; 0; 0
1.00001; 1.00011; 1.00506; 0.959354; 0.999897; 0.999818; 1.15079; 1.16853; 0.0320521; 0.0320521; 0.227211; 0.397603; 0; 0
0.999994; 0.999994; 0.999908; 0.989062; 0.999924; 0.999942; 0.855373; 0.874536; 0.0709721; 0.0709721; 0.217186; 0.257667; 0; 0
1; 1; 0.999989; 0.999704; 0.999685; 0.999691; 1.12307; 1.12484; 0.014866; 0.014866; 0.140304; 0.142829; 0; 0
1; 1.00007; 1.00204; 0.992803; 1.00002; 0.999877; 1.04222; 1.05743; 0.017631; 0.017631; 0.262318; 0.300986; 0; 0
1.00002; 1.0001; 0.980422; 0.971231; 0.999998; 0.999816; 1.13614; 1.1342; 0.0211743; 0.0211743; 0.252498; 0.359195; 0; 0
1; 1; 1.00005; 0.964724; 0.999891; 0.999894; 0.960825; 1.02281; 0.0169146; 0.0169146; 0.206167; 0.217011; 0; 0
1; 1.00014; 0.998296; 1.0071; 0.999082; 0.998608; 1.04106; 1.00171; 0.0119076; 0.0119076; 0.135406; 0.17618; 0; 0
1; 1.00024; 0.991409; 0.987325; 0.999949; 0.99924; 1.13082; 1.13304; 0.0275344; 0.0275344; 0.149516; 0.181767; 0; 0
1.00003; 0.999982; 0.988929; 0.980673; 0.999969; 0.999887; 1.12428; 1.13246; 0.0401954; 0.0401954; 0.205582; 0.181332; 0; 0
