RDS_E_t           ; ORCA_E_t          ; RDS_E_v           ; ORCA_E_v          ; RDS_N_ttg         ; ORCA_N_ttg        ; RDS_N_v           ; ORCA_N_v          ; RDS_rob_track_err ; ORCA_rob_track_err; RDS_ped_track_err ; ORCA_ped_track_err; RDS_collisions    ; ORCA_collisions   
1.00009; 1.00012; 0.975341; 0.938501; 0.999876; 0.999643; 1.15112; 1.22924; 0.0390379; 0.0390379; 0.247854; 0.332371; 0; 0
1; 1.00003; 1.00149; 1.01023; 1.00004; 0.999805; 1.00746; 1.06294; 0.0465917; 0.0465917; 0.181538; 0.205306; 0; 0
1; 1.00006; 0.996723; 0.996458; 1.00003; 1.00002; 0.984437; 0.977469; 0.0724375; 0.0724375; 0.193841; 0.230323; 0; 0
1.00012; 1.00057; 1.00334; 0.995706; 1.00026; 0.999339; 0.848003; 0.87689; 0.0378238; 0.0378238; 0.238405; 0.293019; 0; 0
1; 0.999985; 0.996833; 0.990618; 1.00001; 0.999989; 1.03651; 1.03166; 0.0442217; 0.0442217; 0.235162; 0.138249; 0; 0
1; 0.999912; 1.00391; 0.995923; 1.00018; 1.00013; 1.11523; 1.12598; 0.0377373; 0.0377373; 0.17462; 0.203663; 0; 0
1.00007; 1.00012; 0.998387; 0.990261; 0.999899; 0.99961; 1.31984; 1.35249; 0.0321771; 0.0321771; 0.247654; 0.25175; 0; 0
1.0002; 1.00014; 0.959186; 0.986948; 0.999442; 0.999387; 1.43454; 1.41091; 0.0227866; 0.0227866; 0.238857; 0.278867; 0; 0
1.00011; 1.00017; 0.994007; 0.956929; 0.999976; 0.999814; 0.947233; 1.00852; 0.0230005; 0.0230005; 0.139346; 0.247879; 0; 0
0.999999; 1.00018; 0.992621; 0.978437; 1.00006; 0.999872; 1.28174; 1.2994; 0.0157895; 0.0157895; 0.117872; 0.167987; 0; 0
0.999991; 0.999992; 0.996408; 0.993407; 0.999985; 0.999941; 1.10046; 1.11113; 0.0281964; 0.0281964; 0.223995; 0.193505; 0; 0
1; 1.00013; 0.995746; 0.941106; 1.00011; 0.999742; 1.05925; 1.27227; 0.178849; 0.178849; 0.193604; 0.349626; 0; 0
1; 1.0002; 0.994323; 0.984473; 1.00003; 0.999482; 1.15205; 1.16406; 0.0130247; 0.0130247; 0.179488; 0.243733; 0; 0
1.00001; 1.00001; 0.999551; 0.987156; 0.999985; 0.999943; 1.23625; 1.27082; 0.0166483; 0.0166483; 0.15323; 0.187848; 0; 0
1.00007; 1.00007; 0.986757; 0.988573; 0.999707; 0.999682; 1.07812; 1.06824; 0.0370658; 0.0370658; 0.176827; 0.200367; 0; 0
1.00019; 1.00015; 1.00568; 0.983443; 0.999453; 0.999215; 1.05967; 1.08351; 0.0367068; 0.0367068; 0.147692; 0.227744; 0; 0
1.00005; 1.00012; 0.994507; 0.987083; 1.00007; 1.00009; 0.867591; 0.881886; 0.0275346; 0.0275346; 0.137618; 0.15526; 0; 0
1.00004; 1.00001; 0.9983; 0.994681; 0.999803; 0.999897; 1.25074; 1.28261; 0.0161605; 0.0161605; 0.0917407; 0.120401; 0; 0
1.00001; 1.00037; 1.00177; 0.980198; 0.999897; 0.999305; 1.22338; 1.23742; 0.0154587; 0.0154587; 0.102947; 0.194646; 0; 0
1; 1.00042; 0.9995; 1.0065; 1; 0.999047; 1.10853; 1.0812; 0.0263258; 0.0263258; 0.0978141; 0.122047; 0; 0
0.999952; 1.00005; 1.00552; 0.996837; 1.00002; 0.999734; 1.16005; 1.18235; 0.022963; 0.022963; 0.0998316; 0.133723; 0; 0
1; 1.00006; 1.00011; 0.989693; 1.00014; 0.999925; 1.09278; 1.12046; 0.0323735; 0.0323735; 0.087555; 0.165324; 0; 0
1.00012; 1.00029; 1.00117; 0.988993; 0.998626; 0.99829; 1.31758; 1.37675; 0.367989; 0.367989; 0.128083; 0.158713; 0; 0
1; 1.00002; 0.995086; 0.99162; 0.99995; 0.99992; 1.29925; 1.28285; 0.0204985; 0.0204985; 0.176527; 0.211455; 0; 0
1.00006; 1.00008; 0.994525; 0.980197; 0.999936; 0.999866; 1.00745; 1.02815; 0.402995; 0.402995; 0.0940532; 0.114967; 0; 0
1; 1.00001; 0.995048; 0.985785; 0.999984; 0.999971; 1.13889; 1.1735; 0.229603; 0.229603; 0.0776794; 0.0857748; 0; 0
1.00004; 1.00009; 0.999016; 0.992122; 0.999854; 0.999805; 1.09434; 1.14167; 0.0610517; 0.0610517; 0.134406; 0.210054; 0; 0
1.0001; 1.00022; 0.997063; 0.984664; 0.999735; 0.999766; 1.14557; 1.15696; 0.0987711; 0.0987711; 0.121228; 0.146756; 0; 0
1; 1.00003; 0.99795; 0.999285; 0.999987; 0.999803; 1.17599; 1.18456; 0.0247229; 0.0247229; 0.0944154; 0.111895; 0; 0
1; 1.00006; 1.00018; 0.985608; 0.99998; 0.999738; 1.1269; 1.18874; 0.0282441; 0.0282441; 0.0942185; 0.189354; 0; 0
1; 1.00013; 0.999878; 0.997164; 0.999671; 0.999022; 1.12963; 1.13387; 0.0390028; 0.0390028; 0.0649787; 0.0852105; 0; 0
1.00004; 1.00011; 0.99421; 0.988976; 0.999992; 0.999865; 1.19073; 1.19886; 0.0309568; 0.0309568; 0.089119; 0.117373; 0; 0
1.00006; 1.00015; 0.998208; 0.992828; 1.00003; 0.999751; 1.19164; 1.19922; 0.0220567; 0.0220567; 0.0820764; 0.125078; 0; 0
1; 1.00012; 1.00038; 0.99265; 1.00004; 0.999366; 1.12569; 1.14275; 0.0394791; 0.0394791; 0.0704703; 0.0943118; 0; 0
1.00007; 1.00015; 0.998206; 0.985337; 0.999484; 0.999411; 1.17391; 1.23536; 0.0322736; 0.0322736; 0.0835452; 0.128976; 0; 0
1.00009; 1.00009; 1.00002; 0.998277; 0.99818; 0.99818; 0.977469; 0.99211; 0.0736294; 0.0736294; 0.0681347; 0.0700218; 0; 0
1.00004; 1.00008; 0.997505; 0.993357; 0.999633; 0.999073; 1.35835; 1.41559; 0.0369729; 0.0369729; 0.080391; 0.0838375; 0; 0
1; 1.00009; 0.99952; 0.995939; 1.0006; 0.998841; 1.34963; 1.41737; 0.0323043; 0.0323043; 0.0956864; 0.109394; 0; 0
1.00012; 1.00013; 0.999387; 0.99576; 0.998594; 0.998595; 1.27199; 1.32953; 0.0501635; 0.0501635; 0.104462; 0.114756; 0; 0
1.00014; 1.00012; 0.998448; 0.99556; 0.998139; 0.99812; 1.29603; 1.37758; 0.0499026; 0.0499026; 0.111507; 0.131655; 0; 0
1.00002; 1.00002; 0.995645; 0.997722; 0.999906; 0.999882; 1.12488; 1.11215; 0.107082; 0.107082; 0.178639; 0.192061; 1; 0
1; 1.00005; 1.00025; 0.999046; 1.00013; 0.998995; 2.04015; 2.05694; 0.0446477; 0.0446477; 0.102278; 0.113845; 0; 0
0.999996; 1; 0.996881; 0.995246; 1.00002; 0.999974; 1.11799; 1.12925; 0.100054; 0.100054; 0.179119; 0.181792; 0; 0
0.999997; 1.00003; 0.999569; 0.995854; 1.00006; 0.999863; 1.08314; 1.08355; 0.108919; 0.108919; 0.179627; 0.222185; 0; 0
0.999965; 1.00021; 1.00135; 1.00977; 0.999953; 0.99978; 1.24253; 1.23884; 0.029279; 0.029279; 0.361114; 0.443775; 0; 0
0.999968; 0.999996; 0.997273; 0.989536; 1.00002; 0.999986; 0.838757; 0.879472; 0.0736288; 0.0736288; 0.372803; 0.495587; 0; 0
0.999858; 1.00004; 0.993076; 1.01739; 0.99997; 0.999619; 0.880598; 0.885566; 0.0370919; 0.0370919; 0.297274; 0.519039; 0; 0
0.999883; 0.999946; 0.983675; 0.974284; 0.999894; 0.999754; 0.887014; 0.910991; 0.0407935; 0.0407935; 0.31139; 0.337408; 0; 0
1.00009; 1.00016; 0.992199; 0.979137; 0.999916; 0.999961; 0.951253; 0.987967; 0.0633811; 0.0633811; 0.317088; 0.474247; 0; 0
1.00019; 1.00016; 0.997044; 0.982586; 0.999691; 0.999707; 0.825612; 0.852344; 0.0227551; 0.0227551; 0.344076; 0.342128; 0; 0
0.999986; 1.00043; 0.992514; 0.977976; 1.00017; 0.999952; 0.987062; 1.04315; 0.0403869; 0.0403869; 0.234933; 0.277722; 0; 0
0.999994; 1.00005; 0.995929; 0.968158; 1.00014; 1.00006; 0.938673; 1.01074; 0.0746524; 0.0746524; 0.25188; 0.369024; 0; 0
0.999976; 1.00005; 0.993614; 0.979172; 1.00001; 0.99973; 1.11758; 1.13244; 0.0621735; 0.0621735; 0.319957; 0.405344; 0; 0
0.999921; 0.999969; 0.994198; 0.976365; 1.00001; 1.00017; 1.10396; 1.12892; 0.0625278; 0.0625278; 0.277194; 0.332061; 0; 0
1; 1.00011; 0.992175; 0.987166; 1.00001; 0.999755; 1.00515; 1.0147; 0.0385458; 0.0385458; 0.249804; 0.300703; 0; 0
1.00001; 1.00001; 0.997982; 0.995587; 0.999952; 0.999956; 1.06854; 1.06394; 0.0885849; 0.0885849; 0.337603; 0.371637; 0; 0
1.00001; 1.00001; 1.00226; 1.00072; 0.999963; 0.999958; 1.01946; 1.02877; 0.0785513; 0.0785513; 0.311783; 0.346497; 0; 0
1.00011; 1.00012; 0.997168; 0.989852; 0.999743; 0.999487; 1.40439; 1.42119; 0.16607; 0.16607; 0.265924; 0.285838; 0; 0
0.999981; 1.00004; 0.995663; 0.989689; 0.99987; 0.999751; 1.05125; 1.06177; 0.0195631; 0.0195631; 0.30438; 0.325398; 0; 0
1; 1.00016; 0.982098; 0.949206; 0.999753; 0.999684; 1.02627; 1.05265; 0.0240963; 0.0240963; 0.277103; 0.45802; 0; 0
1; 1.00002; 0.984204; 0.963283; 0.999959; 0.999915; 0.989507; 0.979175; 0.0249462; 0.0249462; 0.361104; 0.562837; 0; 0
0.999999; 1.00001; 0.993363; 0.987809; 1.00001; 0.99997; 0.978928; 0.996322; 0.186677; 0.186677; 0.297846; 0.382649; 0; 0
1; 1.00005; 0.999116; 1.00452; 1.00042; 0.999997; 1.43348; 1.39374; 0.280455; 0.280455; 0.182501; 0.194009; 0; 0
1.00009; 1.00017; 0.999532; 0.993247; 0.999429; 0.998483; 0.823452; 0.878431; 0.0307688; 0.0307688; 0.224571; 0.236123; 0; 0
1.00022; 1.00033; 1.00048; 0.990096; 0.997988; 0.997655; 0.78055; 0.845184; 0.0281165; 0.0281165; 0.234255; 0.248165; 0; 0
1; 1; 1.00265; 0.997206; 1.00011; 1.00011; 1.17126; 1.20531; 0.0221752; 0.0221752; 0.186841; 0.194451; 0; 0
1.00005; 0.999996; 1.00422; 0.997101; 0.999911; 0.999935; 0.894464; 0.909642; 0.0206727; 0.0206727; 0.27927; 0.316056; 0; 0
1.00006; 1.00012; 1.008; 0.998533; 1.00001; 0.999893; 0.903929; 0.922357; 0.0422638; 0.0422638; 0.28268; 0.379342; 0; 0
1.00004; 1.00003; 1.00456; 0.999406; 0.99999; 0.999941; 0.918028; 0.922664; 0.0441897; 0.0441897; 0.371083; 0.328189; 0; 0
0.999934; 1.00006; 0.996226; 0.996029; 0.999951; 0.999854; 1.32726; 1.34428; 0.0149899; 0.0149899; 0.213462; 0.289458; 0; 0
1.00015; 0.999934; 0.995167; 0.991262; 0.999589; 0.999732; 1.37078; 1.40166; 0.0151735; 0.0151735; 0.211781; 0.229906; 0; 0
1; 1.00002; 0.996842; 0.994964; 1.00003; 0.999817; 1.13355; 1.15532; 0.0553948; 0.0553948; 0.24191; 0.255181; 0; 0
1.00001; 1; 1.00084; 0.998625; 0.999911; 0.999909; 1.15701; 1.18938; 0.0903371; 0.0903371; 0.262876; 0.381862; 0; 0
1; 0.999975; 1.00484; 1.00341; 1.00035; 1.0003; 1.48297; 1.47204; 0.0402545; 0.0402545; 0.313707; 0.320191; 0; 0
0.999978; 1.00002; 0.983274; 0.955673; 1.00004; 0.999879; 0.978013; 1.06816; 0.0354169; 0.0354169; 0.372098; 0.514576; 0; 0
1; 0.999992; 0.965889; 0.945171; 0.999936; 0.999918; 1.03647; 1.07378; 0.0461756; 0.0461756; 0.341614; 0.419871; 0; 0
0.999986; 0.999989; 0.997398; 0.981265; 0.999902; 0.999888; 1.12885; 1.13701; 0.0359596; 0.0359596; 0.230606; 0.267095; 0; 0
1; 1.00009; 0.992091; 0.98959; 0.999794; 0.99967; 1.16092; 1.17321; 0.035675; 0.035675; 0.340003; 0.408233; 0; 0
1; 1; 0.995408; 0.99025; 1.00003; 1.00003; 1.24823; 1.28379; 0.338258; 0.338258; 0.243007; 0.253225; 0; 0
0.99999; 1.00001; 1.00097; 0.995472; 0.999988; 0.999961; 1.35485; 1.36725; 0.0831914; 0.0831914; 0.195186; 0.21473; 0; 0
1; 1.00001; 0.991103; 0.985655; 0.999998; 0.999986; 1.33902; 1.3246; 0.0117969; 0.0117969; 0.239035; 0.291769; 0; 0
0.999992; 1.00002; 0.993537; 0.980254; 0.999958; 0.999872; 1.28364; 1.29565; 0.0283274; 0.0283274; 0.239115; 0.311926; 0; 0
0.999998; 0.999998; 0.998446; 0.994012; 0.999996; 0.999993; 1.06357; 1.07986; 0.043914; 0.043914; 0.178147; 0.202706; 0; 0
1.00003; 1.00006; 1.00161; 1.00202; 1.00002; 0.999898; 1.19816; 1.18512; 0.0364071; 0.0364071; 0.156156; 0.206153; 0; 0
0.999995; 1.00017; 0.997924; 0.984925; 1.0001; 0.998963; 1.69624; 1.73465; 0.041764; 0.041764; 0.102847; 0.150709; 0; 0
0.999962; 1.00035; 0.984075; 0.943415; 1.00008; 0.999593; 1.33797; 1.4098; 0.141918; 0.141918; 0.161366; 0.299837; 0; 0
1.00007; 1.00049; 1.00152; 0.969228; 1.00008; 0.999268; 0.977431; 1.03946; 0.0508319; 0.0508319; 0.10704; 0.237466; 0; 0
1; 1; 1.0043; 0.998569; 1.00015; 1.00015; 1.24993; 1.26161; 0.0423174; 0.0423174; 0.0697651; 0.0819037; 0; 0
1; 1; 0.995272; 0.98224; 1.00005; 1.00005; 1.22989; 1.27741; 0.0484976; 0.0484976; 0.083798; 0.123047; 0; 0
0.999979; 0.999979; 0.998062; 0.997259; 0.999962; 0.999962; 1.22642; 1.22881; 0.0250977; 0.0250977; 0.0900702; 0.0982892; 0; 0
1; 1.00003; 0.997709; 0.991381; 1.00002; 0.999998; 1.18438; 1.1916; 0.0405738; 0.0405738; 0.0954621; 0.109155; 0; 0
1; 1.0002; 0.999826; 0.99348; 1.0001; 0.998981; 1.0706; 1.1136; 0.0150234; 0.0150234; 0.125254; 0.141741; 0; 0
1; 1.00005; 0.997137; 0.990698; 1; 0.999559; 1.1505; 1.18026; 0.0133719; 0.0133719; 0.113944; 0.137566; 0; 0
1; 1; 0.999639; 0.994221; 1; 1; 1.1554; 1.19058; 0.0457436; 0.0457436; 0.118126; 0.126563; 0; 0
1; 1; 0.999905; 0.99661; 1.0001; 1.0001; 0.899548; 0.945182; 0.0438562; 0.0438562; 0.113188; 0.127845; 0; 0
1; 1; 1; 0.999769; 1.00002; 1.00002; 1.63723; 1.63817; 0.03601; 0.03601; 0.122653; 0.122689; 0; 0
1.00005; 1.00014; 0.995374; 0.98603; 0.999865; 0.999744; 0.752022; 0.767138; 0.024029; 0.024029; 0.127963; 0.146145; 0; 0
1.00006; 1.0002; 0.9971; 0.984628; 1.00069; 0.999626; 1.1439; 1.23623; 0.0366903; 0.0366903; 0.14997; 0.171352; 0; 0
1.00009; 1.00021; 0.990558; 0.967658; 0.999782; 0.999526; 0.629795; 0.682144; 0.0403197; 0.0403197; 0.262587; 0.290302; 0; 0
1; 1.00025; 0.99179; 0.954541; 1.00057; 0.999476; 0.868161; 1.11678; 0.0653056; 0.0653056; 0.12137; 0.188783; 0; 0
1; 1.00002; 0.997437; 0.989976; 0.999868; 0.999886; 1.31552; 1.32958; 0.0220313; 0.0220313; 0.221287; 0.261469; 0; 0
1.00013; 1.00042; 1.01419; 1.01415; 0.999818; 0.999104; 1.04524; 1.06332; 0.0198664; 0.0198664; 0.166324; 0.188205; 0; 0
1.00023; 1.00025; 1.01564; 0.981559; 0.999572; 0.999275; 1.1759; 1.21261; 0.0210253; 0.0210253; 0.145704; 0.17582; 0; 0
1.00027; 1.0007; 1.01434; 1.00013; 0.999598; 0.997943; 1.22163; 1.23771; 0.032089; 0.032089; 0.140231; 0.167257; 0; 0
1.00007; 1.00009; 1.01466; 1.01355; 0.999908; 0.999903; 1.18621; 1.23446; 0.0302474; 0.0302474; 0.0883875; 0.135296; 0; 0
1; 1.00001; 0.999673; 0.997833; 1; 0.999687; 1.2575; 1.25119; 0.00960748; 0.00960748; 0.199189; 0.209442; 0; 0
1.00009; 1.00008; 0.990082; 0.992109; 0.999716; 0.998743; 0.965328; 0.932381; 0.0456051; 0.0456051; 0.239158; 0.230891; 0; 0
1.00002; 0.999969; 1.01511; 0.95618; 1.00011; 0.999852; 0.985616; 0.980075; 0.0483634; 0.0483634; 0.295805; 0.196618; 0; 0
0.999994; 1.00008; 0.982633; 0.981601; 0.99994; 0.999483; 1.09693; 1.14619; 0.0365673; 0.0365673; 0.17644; 0.209812; 0; 0
1.00004; 1.00013; 0.992317; 1.01064; 0.999977; 0.999884; 0.976002; 1.03886; 0.0263972; 0.0263972; 0.219083; 0.329126; 0; 0
1; 1.00011; 0.982294; 0.956281; 0.999973; 0.999961; 1.15006; 1.16149; 0.0277499; 0.0277499; 0.186094; 0.242925; 0; 0
1.00005; 1; 0.999042; 0.995245; 1.00033; 1.00045; 0.895705; 0.882086; 0.0435587; 0.0435587; 0.372534; 0.381351; 0; 0
1; 1.00053; 0.999061; 0.991245; 0.998426; 0.995018; 1.20454; 1.24424; 0.00284498; 0.00284498; 0.0630472; 0.0649866; 0; 0
1; 1.00024; 0.999607; 1.00275; 0.998677; 0.99701; 1.02686; 1.00232; 0.00582557; 0.00582557; 0.0692059; 0.0787643; 0; 0
1; 1.00002; 0.999718; 0.996641; 1.00006; 0.999846; 0.856971; 0.862044; 0.0527241; 0.0527241; 0.0738534; 0.0973678; 0; 0
0.999998; 1.00013; 0.999993; 0.962456; 0.999839; 0.99945; 1.06737; 1.16306; 0.0594899; 0.0594899; 0.112444; 0.262012; 0; 0
1.00001; 1.00003; 0.97156; 0.978287; 0.999966; 0.99992; 1.19351; 1.19217; 0.0126348; 0.0126348; 0.201318; 0.152577; 0; 0
1.00022; 1.00033; 0.979697; 0.962829; 0.999128; 0.998846; 1.15893; 1.19258; 0.00930704; 0.00930704; 0.226378; 0.239621; 0; 0
1.00001; 1.00002; 0.995727; 0.983527; 0.999991; 0.999937; 1.09978; 1.10312; 0.0290253; 0.0290253; 0.106164; 0.15228; 0; 0
1; 1.00013; 0.999359; 0.983555; 1.00009; 0.999911; 1.14756; 1.19626; 0.0297959; 0.0297959; 0.107479; 0.152685; 0; 0
1; 1; 1.00008; 0.997631; 1; 1; 1.26935; 1.27351; 0.0214765; 0.0214765; 0.0966693; 0.120614; 0; 0
1; 1.00006; 0.996379; 0.989312; 1; 0.999405; 1.92283; 1.9607; 0.0487677; 0.0487677; 0.0347157; 0.0429771; 0; 0
1; 1.00076; 1.00122; 0.995294; 1; 0.994895; 1.55832; 1.60153; 0.00592641; 0.00592641; 0.0328946; 0.0669795; 0; 0
1.00009; 1.00017; 0.999751; 0.994939; 1.00006; 1.00007; 1.07148; 1.0997; 0.0500438; 0.0500438; 0.2745; 0.375453; 0; 0
0.999969; 1.00001; 0.984073; 0.969855; 1.00004; 1.00002; 1.08908; 1.09777; 0.0390745; 0.0390745; 0.310028; 0.377843; 0; 0
1.00001; 0.999981; 1.00356; 0.969413; 0.999507; 0.999402; 0.694848; 0.758453; 0.0711191; 0.0711191; 0.265809; 0.351221; 0; 0
0.999828; 0.999881; 1.0125; 1.01136; 0.998987; 0.998842; 0.640196; 0.640449; 0.0122857; 0.0122857; 0.175298; 0.170397; 0; 0
1.00001; 0.999989; 0.998171; 0.982068; 0.998445; 0.998629; 0.675235; 0.72113; 0.029862; 0.029862; 0.211004; 0.216286; 0; 0
1.00002; 1.00005; 0.99027; 0.958971; 1.00001; 0.999821; 0.6872; 0.809542; 0.0213317; 0.0213317; 0.103537; 0.141958; 0; 0
1.00004; 1.00008; 0.978567; 0.977772; 0.999822; 0.999607; 0.650796; 0.699743; 0.0433475; 0.0433475; 0.156421; 0.214537; 0; 0
1.00032; 1.00075; 0.973904; 0.964646; 0.998068; 0.996044; 0.669018; 0.737624; 0.0447171; 0.0447171; 0.149092; 0.198149; 0; 0
0.999996; 1.00001; 0.994742; 0.972571; 0.999981; 0.999929; 0.502744; 0.590068; 0.0660617; 0.0660617; 0.186544; 0.252519; 0; 0
1.00015; 1.00025; 0.99268; 0.965888; 0.999129; 0.999331; 0.507052; 0.584584; 0.0735372; 0.0735372; 0.195392; 0.299407; 0; 0
1.0001; 1.00009; 0.992454; 0.956994; 0.99957; 0.999507; 0.671439; 0.744573; 0.0293199; 0.0293199; 0.221254; 0.286331; 0; 0
0.99999; 0.999917; 0.993927; 0.948784; 0.999381; 0.999393; 0.682849; 0.822527; 0.0156298; 0.0156298; 0.364642; 0.401332; 0; 0
1.00011; 1.00012; 0.995753; 0.984379; 0.99965; 0.998983; 0.594127; 0.619887; 0.118722; 0.118722; 0.298905; 0.335748; 0; 0
1.00017; 1.00027; 0.994294; 1.00536; 0.999304; 0.998972; 0.841852; 0.803305; 0.0495234; 0.0495234; 0.26371; 0.286769; 0; 0
1.00001; 1.00003; 0.993648; 0.991546; 0.999991; 0.99993; 0.907736; 0.921189; 0.029057; 0.029057; 0.236697; 0.255101; 0; 0
0.999992; 1.00003; 0.99653; 0.992271; 0.999932; 0.999778; 1.13608; 1.16879; 0.0295733; 0.0295733; 0.139305; 0.175491; 0; 0
1.00004; 1.00009; 0.991; 0.98989; 0.999965; 0.999829; 1.01251; 1.04471; 0.0948605; 0.0948605; 0.2648; 0.440155; 0; 0
1.00008; 1.00007; 0.994309; 0.977955; 0.999856; 0.999786; 0.980984; 1.02131; 0.070195; 0.070195; 0.234007; 0.357504; 0; 0
1.00025; 1.00029; 1.00218; 0.987035; 1.00017; 0.999905; 1.10271; 1.17031; 0.0191614; 0.0191614; 0.241902; 0.274355; 0; 0
1.00018; 1.00017; 0.985267; 0.970927; 0.999982; 0.999843; 1.09709; 1.2293; 0.0333048; 0.0333048; 0.300877; 0.306954; 0; 0
1.00006; 1.00004; 1.00403; 0.992395; 0.999548; 0.999689; 0.756121; 0.780552; 0.123347; 0.123347; 0.229211; 0.255328; 0; 0
1; 1.00006; 1.00761; 1.00108; 1.00003; 1.00001; 0.943844; 0.952587; 0.040639; 0.040639; 0.298226; 0.327964; 0; 0
1.00016; 0.999982; 0.988531; 0.973293; 0.999801; 0.999954; 0.995373; 1.02284; 0.072971; 0.072971; 0.307448; 0.276878; 1; 0
1.00015; 1.00018; 0.985967; 0.974025; 0.999772; 0.999283; 0.752849; 0.749221; 0.116712; 0.116712; 0.303392; 0.348293; 0; 0
1.00001; 1.00001; 0.998532; 0.981147; 0.999961; 0.999965; 0.914909; 0.938574; 0.0500184; 0.0500184; 0.289686; 0.357351; 0; 0
1.00004; 1.0001; 0.995929; 0.988431; 0.999887; 0.999802; 0.883516; 0.898462; 0.0392069; 0.0392069; 0.30268; 0.445961; 0; 0
0.999971; 0.999972; 0.99256; 0.961998; 0.999992; 0.999991; 0.889218; 0.923758; 0.135944; 0.135944; 0.217211; 0.39333; 0; 0
1.00006; 1.00006; 0.986938; 0.979721; 1.00008; 0.999829; 1.00624; 1.03132; 0.10524; 0.10524; 0.301485; 0.293094; 1; 0
1.00003; 1.0001; 0.99915; 0.956769; 0.999995; 0.999856; 0.807679; 0.894006; 0.0530371; 0.0530371; 0.16509; 0.292322; 0; 0
1.00007; 1.00007; 1.00349; 0.994133; 0.999828; 0.999863; 0.816577; 0.834899; 0.059898; 0.059898; 0.204987; 0.260801; 0; 0
1.00013; 1.0001; 0.989159; 0.97699; 0.999732; 0.999494; 0.586188; 0.632973; 0.063768; 0.063768; 0.124311; 0.179591; 0; 0
1.00001; 0.999999; 0.993726; 0.993115; 0.99995; 0.999954; 0.785584; 0.777394; 0.074113; 0.074113; 0.199323; 0.177468; 0; 0
1.00005; 1.0001; 1.00027; 0.99522; 0.999869; 0.999675; 0.846548; 0.862171; 0.0284594; 0.0284594; 0.237809; 0.328944; 0; 0
0.999986; 1.00002; 0.985172; 0.971631; 0.999974; 0.999919; 0.968693; 0.973127; 0.056977; 0.056977; 0.209635; 0.302204; 0; 0
1; 1; 0.999829; 0.99956; 1.00008; 1.00008; 0.628329; 0.642778; 0.0753603; 0.0753603; 0.213925; 0.217483; 0; 0
1.00004; 1.00009; 0.98994; 0.972791; 0.999865; 0.999804; 0.948605; 0.990157; 0.0748525; 0.0748525; 0.242328; 0.2777; 0; 0
1.00002; 1.00006; 0.990881; 0.957982; 1.00001; 0.999913; 1.11304; 1.16174; 0.075714; 0.075714; 0.238619; 0.379147; 0; 0
1; 1; 0.993263; 0.980962; 1.00007; 1.00007; 0.829449; 0.862775; 0.119417; 0.119417; 0.0814581; 0.104778; 0; 0
1; 1.00046; 0.998752; 0.996808; 1.00013; 0.995376; 1.17084; 1.19679; 0.0210597; 0.0210597; 0.0944015; 0.0972192; 0; 0
1; 1.00008; 0.999325; 0.992264; 1.00017; 0.998877; 1.09021; 1.19144; 0.0107277; 0.0107277; 0.130951; 0.154155; 0; 0
0.999992; 0.999993; 0.997242; 0.996879; 0.999991; 0.99999; 0.85636; 0.857527; 0.0783545; 0.0783545; 0.378878; 0.420613; 0; 0
1.00011; 1.00001; 0.985796; 0.987195; 0.999476; 0.999384; 0.783574; 0.787073; 0.110765; 0.110765; 0.311236; 0.328785; 0; 0
1.00004; 1.00002; 0.985372; 0.939607; 0.999848; 0.999888; 0.784729; 0.914161; 0.0586382; 0.0586382; 0.277513; 0.326362; 0; 0
0.999919; 0.999932; 1.00049; 0.988059; 0.999909; 0.999951; 0.886755; 0.899767; 0.0816974; 0.0816974; 0.221974; 0.268038; 0; 0
0.999944; 0.999971; 0.976403; 0.928291; 0.999419; 0.998919; 0.69626; 0.892615; 0.0370904; 0.0370904; 0.197804; 0.269355; 0; 0
1.00006; 0.999987; 1.02407; 0.992767; 0.999919; 0.999864; 0.707056; 0.759154; 0.0757026; 0.0757026; 0.311214; 0.216042; 0; 0
0.999931; 0.999921; 1.00105; 0.989705; 1.00015; 0.999491; 0.736364; 0.746691; 0.0604908; 0.0604908; 0.262045; 0.25228; 0; 0
1.00002; 0.999961; 0.98317; 0.988911; 0.999758; 0.999624; 0.900585; 0.910273; 0.0901515; 0.0901515; 0.220674; 0.248723; 0; 0
0.999877; 0.999877; 1.00924; 0.984469; 1.00013; 1.00014; 0.869526; 0.956969; 0.0159984; 0.0159984; 0.08024; 0.111914; 0; 0
1; 1; 0.996952; 0.988957; 1.00077; 1.00078; 0.698365; 0.735048; 0.0168357; 0.0168357; 0.0973528; 0.116079; 0; 0
0.999946; 1.00001; 0.972769; 0.965314; 0.999891; 0.999542; 0.773712; 0.783212; 0.0295175; 0.0295175; 0.140346; 0.164438; 0; 0
1.00006; 1.00034; 0.999428; 0.995294; 0.999777; 0.998513; 0.672536; 0.697337; 0.0283843; 0.0283843; 0.139371; 0.163762; 0; 0
1.00005; 1.00035; 0.998511; 0.99628; 0.999913; 0.9991; 0.792202; 0.791803; 0.0309681; 0.0309681; 0.15209; 0.184623; 0; 0
1.00007; 1.00021; 0.99822; 0.994027; 0.999817; 0.999151; 0.762593; 0.782573; 0.0150092; 0.0150092; 0.172275; 0.218467; 0; 0
1.00008; 1.00006; 1.00532; 0.99232; 0.999842; 0.999847; 0.83212; 0.866877; 0.0602665; 0.0602665; 0.148357; 0.17804; 0; 0
