RDS_E_t           ; ORCA_E_t          ; RDS_E_v           ; ORCA_E_v          ; RDS_N_ttg         ; ORCA_N_ttg        ; RDS_N_v           ; ORCA_N_v          ; RDS_rob_track_err ; ORCA_rob_track_err; RDS_ped_track_err ; ORCA_ped_track_err; RDS_collisions    ; ORCA_collisions   
0.99999; 1.00002; 1.00808; 1.0054; 1.00002; 0.999982; 1.10259; 1.21577; 0.560794; 4.1313; 0.22181; 0.237695; 0; 0
0.999971; 0.999962; 1.00273; 1.00711; 0.999924; 0.999937; 0.990116; 0.888181; 0.22769; 0.915942; 0.223939; 0.158143; 0; 0
0.999953; 1.00015; 1.02477; 1.01755; 0.999162; 0.998528; 1.038; 1.12386; 0.0878997; 3.97521; 0.142603; 0.179347; 0; 0
0.999929; 1.00008; 1.02047; 1.01989; 1.0001; 0.999505; 1.1395; 1.56735; 0.584055; 4.67204; 0.138671; 0.152178; 0; 0
0.999984; 1; 1.02806; 1.02109; 1; 1.00003; 1.18354; 1.06153; 0.911027; 4.0738; 0.143888; 0.23636; 0; 0
1.00014; 1.00009; 1.03118; 0.993728; 0.999852; 0.999979; 1.1314; 1.24358; 0.24189; 3.44154; 0.243506; 0.221433; 0; 0
1.00004; 0.999922; 1.01688; 1.00732; 0.999971; 1.00005; 1.04291; 1.16213; 0.274154; 1.13973; 0.206502; 0.187616; 0; 0
1; 1.00006; 0.994763; 0.99682; 1.00003; 0.99994; 0.973929; 0.971928; 0.259506; 0.468775; 0.190116; 0.236616; 0; 0
1.00012; 1.00012; 1.00797; 1.0064; 1.00026; 1.00025; 0.855516; 0.939973; 0.109705; 1.18598; 0.225152; 0.220948; 0; 0
0.999996; 0.999977; 1.01538; 1.00358; 1.00001; 1; 1.04331; 0.955014; 0.148776; 0.533872; 0.23502; 0.150798; 0; 0
1.00001; 1.0001; 1.03447; 1.04687; 1.00015; 1.00011; 1.07508; 1.02917; 0.576513; 0.997153; 0.175919; 0.219099; 0; 0
1; 1.00005; 1.01262; 1.01385; 0.999993; 0.999945; 1.27839; 1.28517; 0.438642; 0.657816; 0.180006; 0.187151; 0; 0
1.0001; 1.00013; 1.0088; 1.00705; 0.999661; 0.999523; 1.40357; 1.41109; 0.328417; 1.41755; 0.243191; 0.296179; 0; 0
1.0001; 1.00021; 1.0273; 1.02381; 0.999955; 0.999438; 0.950143; 0.981852; 0.612512; 5.21248; 0.14666; 0.161502; 0; 0
1.00029; 1.00011; 1.04356; 1.03894; 0.99932; 0.999548; 1.30984; 1.39916; 0.687879; 1.89043; 0.164268; 0.12802; 0; 0
0.999992; 0.999996; 1.03125; 1.03076; 0.999984; 0.999964; 1.07946; 0.961031; 0.411001; 1.55112; 0.221891; 0.221923; 0; 0
0.999918; 0.999919; 1.03455; 1.02606; 1.00023; 1.00027; 0.977014; 0.956573; 1.74771; 2.52685; 0.187503; 0.193021; 0; 0
1.00002; 1.00007; 1.00761; 1.00543; 1.00003; 0.999973; 1.15252; 1.05931; 0.188972; 1.73841; 0.183269; 0.211853; 0; 0
1; 1; 1.01851; 1.01076; 0.999984; 0.999996; 1.24314; 1.21506; 0.0796813; 0.44952; 0.187656; 0.158187; 0; 0
1.00008; 1.00001; 1.01654; 1.02037; 0.999968; 1.00016; 1.09594; 1.14091; 0.535199; 1.67814; 0.13587; 0.128489; 0; 0
1.00001; 0.999944; 1.01409; 1.00423; 1.00019; 1.00017; 1.13401; 1.19022; 0.865715; 3.00318; 0.146169; 0.1795; 0; 0
1.00001; 1.00005; 1.01149; 1.00478; 1.00015; 1.00006; 0.86732; 0.822307; 0.142168; 1.55838; 0.0983718; 0.138836; 0; 0
0.999968; 1.00008; 1.00183; 0.994408; 1.00009; 0.99975; 1.29443; 1.31685; 0.352088; 0.632293; 0.119671; 0.129483; 0; 0
1.00032; 1.00028; 1.00022; 1.01657; 0.999466; 0.999582; 1.31221; 1.31166; 0.8467; 1.07985; 0.200251; 0.248676; 0; 0
1; 1.00014; 1.00501; 1.00837; 1; 1; 1.12508; 1.16433; 0.470277; 0.68413; 0.117531; 0.11967; 0; 0
1.00005; 1; 1.00907; 0.998696; 0.99999; 0.999836; 1.18945; 1.25696; 0.555782; 1.07678; 0.111035; 0.124469; 0; 0
1; 1; 1.00856; 1.00632; 1.00014; 1.00014; 1.07186; 0.994831; 0.23728; 1.15396; 0.0966978; 0.113037; 0; 0
0.999973; 1.00008; 1.01861; 1.01299; 0.998818; 0.999067; 1.10843; 1.15103; 1.13766; 0.87732; 0.14397; 0.147593; 0; 0
1; 1; 1.01876; 1.01644; 0.999949; 0.999959; 1.28965; 1.27403; 0.290584; 0.390943; 0.181764; 0.197032; 0; 0
0.999919; 0.999919; 1.05312; 1.04379; 0.999993; 0.999999; 0.900425; 0.894615; 1.5775; 1.78818; 0.08329; 0.102359; 0; 0
1; 1; 1.0522; 1.05089; 0.99999; 0.999978; 1.14509; 1.23813; 0.836163; 1.29771; 0.0784032; 0.0807439; 0; 0
1; 1.00005; 0.994236; 0.987219; 0.999989; 0.9998; 1.07113; 1.09942; 0.261134; 0.644028; 0.122741; 0.182267; 0; 0
1.00004; 1.00001; 1.01634; 1.019; 0.999892; 0.999888; 1.1415; 1.14873; 0.616264; 1.2089; 0.113243; 0.118347; 0; 0
1; 1.00001; 1.00139; 0.999739; 0.999986; 0.99992; 1.18158; 1.21603; 0.0984786; 0.302476; 0.103096; 0.130325; 0; 0
1; 1; 1.00599; 0.999878; 0.999979; 0.999989; 1.13137; 1.17958; 0.106226; 1.16443; 0.0967755; 0.129268; 0; 0
1.00001; 1.00014; 1.00563; 1.00018; 0.999664; 0.999184; 1.17495; 1.0687; 0.092314; 0.227337; 0.079264; 0.10005; 0; 0
1.00006; 1.00006; 1.01341; 1.00755; 0.999991; 0.999876; 1.19451; 1.20075; 0.117792; 0.989261; 0.102194; 0.148796; 0; 0
1.00006; 1.00016; 1.01927; 1.02418; 1.00003; 0.999762; 1.19827; 1.17212; 0.0856678; 0.431997; 0.0943105; 0.119501; 0; 0
1; 1.00004; 1.01089; 1.00258; 1.00004; 0.999892; 1.12555; 1.20424; 0.203351; 0.513513; 0.0930488; 0.114665; 0; 0
1.00007; 1.00015; 1.00719; 0.999982; 0.999473; 0.999451; 1.15952; 1.22024; 0.159898; 0.525449; 0.0875803; 0.123096; 0; 0
1.00013; 1.00009; 0.999223; 1.00003; 0.997679; 0.998114; 0.981045; 0.958457; 0.291441; 0.223638; 0.089549; 0.0899843; 0; 0
1.00004; 1.00008; 1.00559; 1.00023; 0.999633; 0.999073; 1.35987; 1.43308; 0.231649; 0.225819; 0.106222; 0.121162; 0; 0
1.00001; 1.00011; 1.00373; 0.998995; 1.0006; 0.998839; 1.36986; 1.4609; 0.0878453; 0.0914794; 0.119122; 0.131877; 0; 0
1.00013; 1.00013; 1.00346; 0.999379; 0.998594; 0.998594; 1.28808; 1.33413; 0.162583; 0.169737; 0.119297; 0.138581; 0; 0
1.00001; 1.00013; 1.00318; 1.00031; 1.00045; 0.998119; 1.28895; 1.36996; 0.118013; 0.118442; 0.119023; 0.136286; 0; 0
1.00002; 1.00006; 0.999647; 0.994547; 0.999908; 0.999829; 1.11612; 1.13994; 0.100125; 1.25895; 0.1943; 0.237508; 0; 0
1; 1.00006; 1.00244; 1.00174; 1.00013; 0.998873; 1.86139; 2.08745; 0.0513431; 1.11726; 0.115751; 0.131787; 0; 0
0.999997; 1.00001; 0.997373; 0.993125; 1.00003; 0.999975; 1.10675; 1.08868; 0.409842; 2.50365; 0.180443; 0.219929; 0; 0
0.999998; 1.00001; 0.998984; 0.993679; 1.00006; 1.00006; 1.04554; 1.1267; 0.571783; 1.89578; 0.18936; 0.229345; 0; 0
0.99999; 1.00013; 1.00382; 0.998175; 0.999959; 0.999857; 1.25982; 1.27087; 0.181595; 2.17483; 0.382451; 0.463573; 0; 0
0.999989; 0.999992; 0.98468; 0.980536; 0.999993; 1.00002; 0.863974; 0.867331; 0.342202; 2.15587; 0.389958; 0.379217; 0; 0
0.999864; 0.999947; 0.989499; 0.992499; 0.999879; 0.999649; 0.855559; 0.747498; 0.351568; 3.86396; 0.320442; 0.501003; 0; 0
0.999887; 0.999866; 0.974595; 0.972588; 0.999873; 0.999945; 0.861762; 0.952313; 0.545201; 3.12617; 0.311162; 0.30242; 0; 0
1.00004; 1.00015; 0.980429; 0.996619; 0.999902; 0.999931; 0.963615; 0.954042; 0.67226; 2.78626; 0.484159; 0.371285; 0; 0
1.00017; 1.00025; 0.990558; 0.995756; 0.999685; 0.999631; 0.841006; 0.857884; 0.858656; 2.71366; 0.324827; 0.447303; 0; 0
1.00013; 1.00031; 0.996903; 0.999272; 0.999959; 0.999651; 0.976766; 1.01451; 1.78162; 4.34615; 0.291125; 0.332162; 0; 0
0.999987; 1.00007; 0.990733; 0.990002; 1.00012; 0.999786; 0.939263; 1.01396; 0.142613; 5.11143; 0.295242; 0.38219; 0; 0
1; 1.00002; 0.996409; 1.00551; 1.00009; 0.999794; 1.15691; 1.06681; 0.121051; 1.14857; 0.331808; 0.325347; 0; 0
0.999915; 1.00006; 1.00281; 1.00055; 0.999838; 0.999361; 1.11397; 1.11643; 0.646251; 1.90522; 0.29242; 0.293274; 0; 0
1.00004; 1.00015; 1.00375; 0.994472; 0.999978; 0.999722; 0.983164; 0.871443; 0.257004; 1.77987; 0.239894; 0.28496; 0; 0
0.999998; 1.00001; 0.99; 0.98418; 1; 0.999957; 1.06376; 1.01679; 0.41769; 2.32004; 0.314633; 0.379031; 0; 0
1.00001; 1; 0.996808; 0.991813; 0.999967; 0.999987; 1.02505; 0.971158; 0.23349; 1.42876; 0.299733; 0.332998; 0; 0
1.00009; 1.0001; 1.02202; 1.02393; 0.9997; 0.999628; 1.41793; 1.35572; 0.725216; 1.42976; 0.299167; 0.305003; 0; 0
1.00005; 1.0002; 1.0097; 1.02896; 0.999834; 0.999083; 1.03455; 0.960746; 0.198629; 2.41665; 0.309257; 0.367288; 0; 0
1.00017; 1.00015; 1.00179; 0.977852; 0.999539; 0.999606; 1.01366; 0.966267; 2.32927; 2.65508; 0.288217; 0.390118; 0; 0
1; 1; 0.997708; 0.994717; 0.999968; 0.999978; 0.981854; 0.958907; 3.20921; 8.60003; 0.305473; 0.295023; 0; 0
1; 1.00001; 0.988658; 0.979796; 1.00001; 1; 1.01594; 1.11759; 0.681272; 2.47609; 0.278793; 0.402316; 0; 0
1.00007; 1.00007; 1.02943; 1.03204; 1.00022; 1.00014; 1.49257; 1.47186; 1.24796; 1.27114; 0.190576; 0.201434; 0; 0
1.0001; 1.00018; 0.999977; 0.999096; 0.999561; 0.998793; 0.826587; 0.806623; 0.228929; 1.05212; 0.236183; 0.239877; 0; 0
1.00034; 1.00012; 1.00133; 0.996159; 0.996963; 0.999654; 0.824429; 0.854648; 0.944115; 1.45398; 0.264979; 0.247439; 0; 0
1.00001; 1.00001; 1.02072; 1.01529; 1.00011; 1.00012; 1.16725; 1.19447; 0.0661106; 0.0950036; 0.194512; 0.201149; 0; 0
1.00005; 1.00002; 0.991619; 0.987404; 1; 1.00009; 0.932356; 1.04812; 1.08199; 11.7938; 0.30376; 0.275414; 0; 0
1.00004; 1.00015; 1.00052; 0.992857; 0.999921; 0.999953; 0.89883; 0.922166; 0.265642; 1.76578; 0.289897; 0.524252; 0; 0
1.00002; 1.00006; 1.00217; 0.995025; 1; 0.999956; 0.946931; 0.997343; 0.541992; 5.44813; 0.327834; 0.329405; 0; 0
0.999956; 1; 1.0047; 0.999122; 1.00001; 1.00006; 1.32077; 1.34257; 0.263693; 1.32271; 0.231318; 0.242484; 0; 0
1.00016; 1.0001; 1.00381; 0.999048; 0.99959; 0.999698; 1.36787; 1.37857; 0.112066; 1.26924; 0.221098; 0.249168; 0; 0
0.999986; 1.00001; 0.99456; 0.99406; 1.00002; 1.00004; 1.1151; 1.14025; 0.30841; 0.486124; 0.248389; 0.260945; 0; 0
1.00001; 1.00001; 0.99101; 0.988277; 0.999923; 0.999888; 1.16264; 1.17708; 0.123543; 0.546771; 0.266345; 0.290887; 0; 0
1.00001; 1.00001; 1.01957; 1.01462; 1.00037; 1.00034; 1.50256; 1.5227; 0.323812; 0.390355; 0.329911; 0.33306; 0; 0
1.00008; 0.999982; 1.04328; 1.01023; 0.999643; 0.999943; 0.919061; 1.07192; 1.94078; 4.15679; 0.472759; 0.397267; 0; 0
0.999956; 1.00002; 0.974619; 1.01285; 0.999976; 0.999925; 1.03066; 1.13076; 0.355689; 3.11272; 0.311139; 0.410801; 0; 0
1.00004; 1.00003; 1.00686; 1.00488; 0.999908; 0.999925; 1.1269; 1.22383; 0.373595; 3.14888; 0.238359; 0.258894; 0; 0
0.999944; 1.00006; 1.00261; 0.996735; 0.999977; 0.99964; 1.17931; 1.28601; 0.588771; 4.45719; 0.29659; 0.323189; 0; 0
0.999987; 0.999987; 1.02682; 1.02164; 1.00003; 1.00002; 1.26579; 1.29969; 0.724227; 0.886543; 0.24166; 0.252751; 0; 0
0.999988; 0.999998; 0.990107; 0.984911; 1; 0.999959; 1.35218; 1.39408; 0.111489; 0.863571; 0.189661; 0.221926; 0; 0
1.00001; 1.00002; 1.00062; 0.993899; 0.999989; 0.999996; 1.32372; 1.25448; 0.467466; 1.98558; 0.283098; 0.268852; 0; 0
1; 1; 0.995434; 0.986079; 0.999882; 0.999931; 1.29474; 1.43086; 1.05319; 5.24327; 0.285421; 0.260901; 0; 0
0.999998; 0.999999; 0.994157; 0.983808; 0.999998; 0.999995; 1.06485; 0.961162; 0.0691151; 2.19328; 0.17962; 0.216779; 0; 0
0.999998; 1.00001; 1.02093; 1.00791; 1.00006; 0.999979; 1.19936; 1.52153; 0.0683995; 4.20367; 0.158168; 0.237387; 0; 0
1; 1.00025; 1.00954; 0.999526; 1.00009; 0.998878; 1.70624; 1.7331; 0.173539; 1.66776; 0.109041; 0.176584; 0; 0
0.999844; 1.00022; 1.03135; 0.999669; 0.99974; 0.999382; 1.35303; 1.40192; 0.592605; 0.852739; 0.188225; 0.268696; 0; 0
1.00008; 1.00017; 1.00185; 0.991916; 1.00009; 0.999762; 0.979751; 0.955648; 0.069766; 0.686167; 0.112628; 0.163137; 0; 0
1.00001; 1.00001; 1.00908; 1.00122; 1.00015; 1.00015; 1.25372; 1.28116; 0.0505089; 0.226652; 0.0851997; 0.103503; 0; 0
1.00014; 1; 1.00032; 0.983668; 1.00019; 1.00005; 1.22364; 1.26782; 0.421955; 0.259154; 0.085851; 0.125576; 0; 0
0.999981; 1; 1.00799; 1.00958; 0.999958; 0.999982; 1.23132; 1.23135; 0.0638293; 0.0837764; 0.0957034; 0.100383; 0; 0
1; 1.00002; 1.01545; 1.0143; 1.00002; 1.00001; 1.18472; 1.15578; 0.0838694; 0.44351; 0.101313; 0.113775; 0; 0
1; 1.0001; 1.00765; 1.00062; 1.0001; 0.999882; 1.07022; 1.10839; 0.0937633; 0.696296; 0.127598; 0.149122; 0; 0
1.00005; 1.00005; 1.00359; 0.998207; 0.999553; 0.999565; 1.1359; 1.15295; 0.0875073; 0.292669; 0.125316; 0.146709; 0; 0
1; 1; 0.998496; 0.993122; 1; 1; 1.15709; 1.19429; 0.0236785; 0.215812; 0.120066; 0.137558; 0; 0
1; 1; 0.997849; 0.995446; 1.0001; 1.0001; 0.903661; 0.929784; 0.0387927; 0.153004; 0.113488; 0.123758; 0; 0
1; 1; 0.992069; 0.991687; 1.00002; 1.00002; 1.63709; 1.64176; 0.138737; 0.149463; 0.129304; 0.129757; 0; 0
0.999985; 1.0001; 1.00117; 0.992537; 1.0002; 0.999861; 0.743186; 0.820704; 0.0481243; 0.35561; 0.133647; 0.164484; 0; 0
1.00007; 1.00007; 0.991263; 0.983043; 1.00065; 1.00069; 1.14147; 1.22075; 0.0268576; 0.126766; 0.16194; 0.179578; 0; 0
1.00002; 1; 1.00571; 0.991609; 1.00001; 1.00006; 0.650695; 0.739175; 0.996624; 1.71974; 0.273918; 0.287405; 0; 0
1.00001; 1.00017; 1.0092; 0.979691; 1.00057; 0.999118; 0.805187; 1.15948; 0.620584; 1.3836; 0.140845; 0.183211; 0; 0
1; 1.00005; 1.01691; 0.979146; 0.999871; 0.999862; 1.29673; 1.15719; 0.224718; 2.15514; 0.222984; 0.298157; 0; 0
1.00008; 1.00016; 1.00012; 0.99068; 0.999597; 0.999852; 1.11074; 1.04044; 0.381547; 0.732916; 0.195136; 0.200171; 0; 0
1.00006; 1.00039; 0.997577; 0.9858; 0.999554; 0.999036; 1.20923; 1.25557; 0.263254; 0.608609; 0.154867; 0.206587; 0; 0
1.00028; 1.00072; 1.01116; 0.992788; 0.999633; 0.998247; 1.21933; 1.21674; 0.126825; 0.520022; 0.157487; 0.217646; 0; 0
1.00003; 1.00007; 1.01308; 0.979067; 0.999981; 0.999867; 1.20089; 1.23576; 0.167936; 0.271428; 0.10502; 0.140172; 0; 0
1.00001; 1.00002; 1.01393; 1.01297; 0.999994; 0.999688; 1.25917; 1.25648; 0.138896; 0.198032; 0.211197; 0.223832; 0; 0
1.00008; 1.00009; 0.997096; 0.993867; 0.999464; 0.999182; 0.969481; 1.00773; 0.141984; 0.384716; 0.249557; 0.244741; 0; 0
1.00002; 0.999973; 1.01946; 0.960794; 1.00011; 0.999843; 1.00345; 1.02757; 0.0473741; 0.341732; 0.337582; 0.221653; 0; 0
0.999999; 1.00002; 0.988701; 0.995179; 0.999931; 0.999808; 1.10191; 1.25455; 0.0715543; 1.13241; 0.187834; 0.217319; 0; 0
1.00007; 1.00006; 1.01973; 1.00034; 0.999982; 1.00007; 0.98122; 1.01397; 0.142045; 1.11168; 0.285313; 0.294488; 0; 0
1.00004; 1.00016; 1.02099; 1.0001; 0.999931; 0.999659; 1.01843; 0.951245; 3.96962; 2.71919; 0.190221; 0.21164; 0; 0
1.00006; 1.00006; 1.00495; 1.00202; 1.0003; 1.00024; 0.898872; 0.996686; 0.139239; 0.329993; 0.364738; 0.373896; 0; 0
1.00007; 1.00007; 1.00021; 0.99146; 0.998168; 0.998168; 1.22831; 1.27287; 0.179625; 0.178239; 0.112226; 0.124815; 0; 0
1.00011; 1.0001; 1.01722; 1.01841; 0.997093; 0.996993; 1.04433; 1.02405; 0.452836; 0.498719; 0.120887; 0.123912; 0; 0
1; 1.00006; 0.989504; 0.988998; 1.00006; 0.999801; 0.858685; 0.870847; 0.113883; 0.4976; 0.0780891; 0.0890176; 0; 0
1.00003; 1.00008; 0.994565; 0.988883; 0.999788; 0.999794; 1.08202; 1.10971; 0.272765; 0.387936; 0.117976; 0.149017; 0; 0
1.00003; 1; 1.01379; 0.997832; 0.999949; 1; 1.17075; 1.18447; 0.259321; 1.24989; 0.119804; 0.155359; 0; 0
1; 1.00011; 1.00676; 1.00878; 1; 0.999426; 1.15847; 1.13854; 0.556003; 0.808476; 0.122556; 0.189556; 0; 0
1.00001; 1.00002; 1.00112; 0.992933; 0.99995; 0.999974; 1.09313; 1.10925; 0.203977; 1.49383; 0.11791; 0.119692; 0; 0
1; 1.00009; 1.01395; 1.00608; 1.00009; 0.99978; 1.15352; 0.998617; 0.184653; 3.5319; 0.112295; 0.153253; 0; 0
1; 1; 1.01726; 1.01673; 1; 1; 1.24006; 1.15392; 0.229348; 0.418689; 0.0990118; 0.107314; 0; 0
1; 1.00006; 1.02016; 1.00917; 1; 0.999397; 1.88865; 1.97773; 0.337919; 0.356841; 0.0431741; 0.072444; 0; 0
1; 1.00076; 1.01737; 1.01005; 1; 0.994965; 1.60751; 1.65361; 0.391566; 0.288412; 0.0490529; 0.0887208; 0; 0
1.00008; 0.999999; 1.00492; 0.999322; 1.00007; 1.00012; 1.05814; 0.905537; 0.165293; 1.21538; 0.301203; 0.291073; 0; 0
0.999981; 0.999927; 0.991664; 0.995028; 1.00008; 1.00006; 1.04674; 0.959291; 0.368078; 0.919767; 0.305668; 0.293255; 0; 0
1.00002; 0.999917; 1.00231; 0.979305; 0.999526; 0.999759; 0.657064; 0.781232; 1.52614; 1.48835; 0.347978; 0.263778; 0; 0
0.999846; 0.999898; 0.999208; 1.00463; 0.998984; 0.998973; 0.678196; 0.685255; 0.0255576; 0.297699; 0.199137; 0.212444; 0; 0
0.999976; 0.999901; 0.991152; 1.00193; 0.998665; 0.998597; 0.71208; 0.66881; 0.194012; 0.398533; 0.23373; 0.259133; 0; 0
1; 1.00005; 0.991828; 0.95709; 1.0001; 0.999821; 0.65112; 0.807825; 0.114899; 0.103418; 0.136383; 0.185316; 0; 0
1.00007; 0.999971; 0.974973; 0.962437; 0.999811; 0.999789; 0.598751; 0.599788; 0.389047; 1.44866; 0.18869; 0.210647; 0; 0
1.00003; 1.00078; 0.982391; 0.960729; 0.998655; 0.996805; 0.629549; 0.743406; 0.131058; 0.216965; 0.181735; 0.242269; 0; 0
1; 0.999994; 0.986661; 0.991147; 0.999946; 1; 0.566815; 0.599713; 1.12867; 2.44458; 0.219371; 0.245739; 0; 0
1.0004; 1.00023; 0.999336; 0.999993; 0.998858; 0.999474; 0.503424; 0.561829; 0.837691; 2.33594; 0.223137; 0.214178; 0; 0
1.00005; 1.00011; 1.02736; 1.00815; 0.999744; 0.999463; 0.542682; 0.683132; 1.11218; 2.30191; 0.265522; 0.264227; 0; 0
0.999828; 1.00017; 0.991961; 1.03328; 0.999714; 0.999225; 0.723745; 0.692842; 0.378267; 3.33012; 0.312148; 0.429364; 0; 0
1.00013; 1.00013; 0.999028; 0.996572; 0.999233; 0.999199; 0.562916; 0.536125; 0.175081; 0.79689; 0.307127; 0.34539; 0; 0
1.00002; 1.00012; 0.987328; 0.992253; 0.99987; 0.999696; 0.875699; 0.866088; 0.335074; 2.71399; 0.231426; 0.236926; 0; 0
1.00001; 1.00003; 1.01073; 1.02449; 0.99998; 0.999863; 0.876489; 0.876555; 0.125367; 2.89369; 0.227488; 0.305226; 0; 0
0.999997; 0.999997; 1.00089; 1.00071; 0.999937; 0.999882; 1.11993; 1.10525; 0.0458823; 0.440141; 0.147452; 0.148779; 0; 0
0.999975; 0.999975; 0.993251; 0.997851; 0.999987; 0.999953; 1.02388; 1.01604; 0.90286; 0.862753; 0.330251; 0.281471; 0; 0
1.00005; 1.00006; 0.993955; 0.988369; 0.999919; 0.999639; 0.999977; 1.07093; 0.189024; 2.98498; 0.264609; 0.29141; 0; 0
1.00036; 1.00024; 1.01064; 0.999783; 1.00022; 1.00012; 1.10802; 1.14994; 0.149444; 0.295807; 0.252827; 0.267137; 0; 0
1.00008; 1.00015; 1.00757; 0.997272; 1.00009; 0.999953; 1.12876; 1.19565; 0.0683355; 0.410543; 0.255342; 0.291105; 0; 0
1.00004; 1.00002; 0.995256; 0.98314; 0.99984; 0.999972; 0.761899; 0.800466; 0.0612069; 0.247174; 0.233863; 0.251113; 0; 0
1; 1.00004; 0.997933; 0.986803; 0.999858; 0.999906; 0.918772; 1.05278; 0.315823; 2.62329; 0.334238; 0.410019; 0; 0
1.00014; 0.999985; 0.996618; 0.990709; 0.999847; 0.999919; 0.85139; 0.657688; 1.73027; 3.02016; 0.338174; 0.229848; 0; 0
1.00006; 1.00043; 0.999088; 0.998673; 0.999441; 0.999594; 0.741975; 0.701675; 0.701129; 1.18521; 0.273521; 0.304546; 0; 0
1; 1; 0.998947; 0.991921; 1.00001; 0.99999; 0.907652; 0.999549; 0.737325; 1.91621; 0.29562; 0.316742; 0; 0
1.00003; 1.00002; 0.99551; 0.986959; 0.999884; 1.00004; 0.840427; 0.915216; 0.29192; 2.4522; 0.288158; 0.318146; 0; 0
1; 1.00002; 0.989139; 0.985716; 0.999928; 0.999949; 0.861882; 0.831513; 0.501852; 2.82411; 0.231697; 0.42189; 0; 0
0.999901; 0.999965; 0.991783; 0.984115; 1.00003; 1.00001; 1.00944; 0.865379; 0.704353; 2.30635; 0.2603; 0.274613; 0; 0
1.00003; 1; 1.00869; 0.997983; 1.00002; 1.00009; 0.808821; 0.813754; 0.0958753; 0.840507; 0.167197; 0.174661; 0; 0
1.00001; 1.00004; 0.98505; 0.98034; 0.999876; 0.999863; 0.842267; 0.87871; 0.172483; 1.18858; 0.181824; 0.225713; 0; 0
0.999941; 1.00002; 0.993759; 0.985601; 1.00002; 0.999727; 0.560744; 0.53215; 0.214156; 0.939272; 0.115885; 0.172689; 0; 0
1.00001; 1; 0.985635; 0.977618; 0.999947; 0.999988; 0.794212; 0.807753; 0.200791; 0.785536; 0.2195; 0.219611; 0; 0
1.00001; 1.00007; 0.994855; 0.990301; 0.999936; 0.999838; 0.733064; 0.725672; 0.228582; 0.928727; 0.155559; 0.188988; 0; 0
0.999983; 1.00008; 0.990693; 0.99079; 0.999941; 0.999742; 0.957679; 0.984118; 0.227387; 2.98954; 0.187623; 0.242039; 0; 0
1; 1; 0.99116; 0.990363; 1.00008; 1.00011; 0.625143; 0.598966; 0.0220689; 0.339693; 0.224305; 0.227704; 0; 0
1.00003; 1.00002; 1.00117; 0.992071; 0.999957; 1.00002; 0.877448; 0.805988; 2.25036; 2.72501; 0.214703; 0.246772; 0; 0
1.00002; 1.00001; 0.990106; 1.00035; 0.999981; 0.999942; 1.10414; 1.04282; 1.40107; 2.34454; 0.265298; 0.235406; 0; 0
1; 1; 0.999211; 0.99823; 1.00007; 1.00007; 0.876327; 0.9479; 0.0618146; 0.451265; 0.0930824; 0.0926931; 0; 0
1; 1.00048; 1.00902; 1.00799; 1.00013; 0.995281; 1.16996; 1.18409; 0.214506; 0.225941; 0.101329; 0.120493; 0; 0
1; 1.00001; 1.00199; 0.988973; 1.00017; 1.00017; 1.09049; 1.28036; 0.0941071; 0.129924; 0.137866; 0.159952; 0; 0
0.999997; 1.00001; 0.993032; 0.982373; 1; 0.999984; 0.829032; 0.797312; 0.628281; 2.24044; 0.384931; 0.343316; 0; 0
0.999968; 0.999808; 0.989495; 0.991064; 0.999097; 0.999378; 0.71184; 0.711169; 1.61962; 1.59587; 0.292831; 0.321613; 0; 0
0.999989; 0.999987; 0.983644; 0.972495; 0.999876; 0.999845; 0.633952; 0.653314; 1.51568; 2.58426; 0.252103; 0.240976; 0; 0
0.999979; 0.999993; 0.988671; 0.980662; 0.999713; 0.999693; 0.854451; 0.849261; 0.822493; 1.7222; 0.232138; 0.261367; 0; 0
0.999951; 0.999962; 1.00584; 1.01792; 0.998929; 0.998794; 0.581592; 0.516183; 0.25631; 2.57057; 0.192084; 0.209337; 0; 0
1; 1.00001; 0.99166; 0.985084; 0.999985; 0.999965; 0.722903; 0.812019; 0.690666; 1.00303; 0.226331; 0.310428; 0; 0
1.00002; 1.00005; 0.991836; 0.981878; 1.00005; 1.00033; 0.74672; 0.846979; 0.349939; 2.98268; 0.272567; 0.288932; 0; 0
0.999773; 1.00005; 0.978744; 0.991588; 0.999975; 0.999667; 0.879585; 0.836725; 0.260252; 2.44462; 0.17606; 0.219732; 0; 0
0.999887; 0.999887; 1.0153; 0.997901; 1.00014; 1.00013; 0.868738; 0.837023; 0.10614; 0.309204; 0.106513; 0.128672; 0; 0
1.00002; 1.00002; 1.00269; 0.99454; 1.00075; 1.00075; 0.711079; 0.740707; 0.279461; 0.316484; 0.121594; 0.135952; 0; 0
0.999952; 1.00001; 0.971029; 0.953783; 0.999849; 0.9998; 0.754623; 0.795422; 0.322333; 0.766186; 0.153392; 0.199057; 0; 0
1.00007; 1.00022; 0.994718; 0.97849; 0.999891; 0.998985; 0.65135; 0.701028; 0.122737; 0.296439; 0.151775; 0.183733; 0; 0
0.999938; 1.0003; 0.99777; 0.992959; 1.00029; 0.998987; 0.787646; 0.591376; 0.112872; 2.2505; 0.174267; 0.254998; 0; 0
0.99995; 1.00009; 1.00208; 0.988561; 1.00019; 1.00008; 0.736338; 0.744245; 0.238956; 0.889077; 0.185071; 0.236402; 0; 0
